"","tip","cites","vcites"
"649","Myotis_dominicensis",0,0
"650","Myotis_elegans",0,0
"651","Myotis_emarginatus",10,3
"652","Myotis_escalerai",3,0
"653","Myotis_evotis",6,2
"654","Myotis_fimbriatus",4,0
"655","Myotis_findleyi",0,0
"656","Myotis_flavus",0,0
"657","Myotis_formosus",2,1
"658","Myotis_fortidens",0,0
"659","Myotis_frater",4,0
"660","Myotis_gomantongensis",0,0
"661","Myotis_goudoti",5,0
"662","Myotis_grisescens",9,0
"663","Myotis_hajastanicus",1,0
"664","Myotis_handleyi",0,0
"665","Myotis_hasseltii",0,0
"666","Myotis_hermani",0,0
"667","Myotis_horsfieldii",3,3
"668","Myotis_ikonnikovi",4,0
"669","Myotis_insularum",0,0
"670","Myotis_izecksohni",0,0
"671","Myotis_keaysi",2,0
"672","Myotis_keenii",3,1
"673","Myotis_laniger",1,0
"674","Myotis_lavali",3,1
"675","Myotis_leibii",2,0
"676","Myotis_levis",5,0
"677","Myotis_longipes",0,0
"678","Myotis_lucifugus",381,29
"679","Myotis_macrodactylus",12,3
"680","Myotis_macropus",2,1
"681","Myotis_macrotarsus",0,0
"682","Myotis_martiniquensis",0,0
"683","Myotis_melanorhinus",0,0
"684","Myotis_midastactus",1,0
"685","Myotis_moluccarum",0,0
"686","Myotis_montivagus",1,0
"687","Myotis_morrisi",0,0
"688","Myotis_muricola",1,0
"689","Myotis_myotis",224,26
"690","Myotis_mystacinus",20,1
"691","Myotis_nattereri",49,14
"692","Myotis_nesopolus",1,0
"693","Myotis_nigricans",30,4
"694","Myotis_nipalensis",0,0
"695","Myotis_occultus",1,1
"696","Myotis_oreias",0,0
"697","Myotis_oxyotus",2,0
"698","Myotis_peninsularis",0,0
"699","Myotis_pequinius",4,2
"700","Myotis_petax",8,3
"701","Myotis_phanluongi",0,0
"702","Myotis_pilosus",2,0
"703","Myotis_planiceps",0,0
"704","Myotis_pruinosus",2,0
"705","Myotis_punicus",2,0
"706","Myotis_ridleyi",0,0
"707","Myotis_riparius",7,1
"708","Myotis_rosseti",0,0
"709","Myotis_ruber",2,0
"710","Myotis_rufopictus",0,0
"711","Myotis_schaubi",0,0
"712","Myotis_scotti",0,0
"713","Myotis_secundus",0,0
"714","Myotis_septentrionalis",21,0
"715","Myotis_sicarius",0,0
"716","Myotis_siligorensis",2,0
"717","Myotis_simus",2,0
"718","Myotis_sodalis",18,0
"719","Myotis_soror",0,0
"720","Myotis_stalkeri",0,0
"721","Myotis_thysanodes",9,1
"722","Myotis_tricolor",3,0
"723","Myotis_velifer",27,3
"724","Myotis_vivesi",9,0
"725","Myotis_volans",8,2
"726","Myotis_welwitschii",0,0
"727","Myotis_yanbarensis",1,0
"728","Myotis_yumanensis",9,0
"729","Mystacina_robusta",0,0
"730","Mystacina_tuberculata",18,3
"731","Myzopoda_aurita",1,0
"732","Myzopoda_schliemanni",0,0
"733","Nanonycteris_veldkampii",1,1
"734","Natalus_espiritosantensis",0,0
"735","Natalus_jamaicensis",0,0
"736","Natalus_lanatus",0,0
"737","Natalus_major",0,0
"738","Natalus_mexicanus",1,0
"739","Natalus_primus",0,0
"740","Natalus_saturatus",0,0
"741","Natalus_stramineus",4,1
"742","Natalus_tumidirostris",2,0
"743","Neonycteris_pusilla",0,0
"744","Neopteryx_frosti",0,0
"745","Neoromicia_brunnea",0,0
"746","Neoromicia_capensis",5,4
"747","Neoromicia_flavescens",0,0
"748","Neoromicia_guineensis",0,0
"749","Neoromicia_helios",0,0
"750","Neoromicia_malagasyensis",0,0
"751","Neoromicia_matroka",1,0
"752","Neoromicia_melckorum",0,0
"753","Neoromicia_nana",5,1
"754","Neoromicia_rendalli",1,0
"755","Neoromicia_robertsi",0,0
"756","Neoromicia_roseveari",0,0
"757","Neoromicia_somalica",0,0
"758","Neoromicia_tenuipinnis",0,0
"759","Neoromicia_zuluensis",0,0
"760","Noctilio_albiventris",22,1
"761","Noctilio_leporinus",20,0
"762","Notopteris_macdonaldi",0,0
"763","Notopteris_neocaledonica",0,0
"764","Nyctalus_aviator",2,0
"765","Nyctalus_azoreum",3,0
"766","Nyctalus_furvus",0,0
"767","Nyctalus_lasiopterus",10,1
"768","Nyctalus_leisleri",13,1
"769","Nyctalus_montanus",0,0
"770","Nyctalus_noctula",66,13
"771","Nyctalus_plancyi",9,0
"772","Nycteris_arge",0,0
"773","Nycteris_aurita",0,0
"774","Nycteris_gambiensis",0,0
"775","Nycteris_grandis",1,0
"776","Nycteris_hispida",3,0
"777","Nycteris_intermedia",0,0
"778","Nycteris_javanica",1,0
"779","Nycteris_macrotis",1,0
"780","Nycteris_madagascariensis",0,0
"781","Nycteris_major",0,0
"782","Nycteris_nana",1,1
"783","Nycteris_parisii",0,0
"784","Nycteris_thebaica",9,1
"785","Nycteris_tragata",0,0
"786","Nycteris_vinsoni",0,0
"787","Nycteris_woodi",0,0
"788","Nycticeinops_schlieffeni",0,0
"789","Nycticeius_aenobarbus",0,0
"790","Nycticeius_cubanus",0,0
"791","Nycticeius_humeralis",11,2
"792","Nyctiellus_lepidus",0,0
"793","Nyctimene_aello",0,0
"794","Nyctimene_albiventer",0,0
"795","Nyctimene_cephalotes",0,0
"796","Nyctimene_certans",0,0
"797","Nyctimene_cyclotis",0,0
"798","Nyctimene_draconilla",0,0
"799","Nyctimene_keasti",0,0
"800","Nyctimene_major",0,0
"801","Nyctimene_malaitensis",0,0
"802","Nyctimene_masalai",0,0
"803","Nyctimene_minutus",0,0
"804","Nyctimene_rabori",0,0
"805","Nyctimene_robinsoni",2,0
"806","Nyctimene_sanctacrucis",0,0
"807","Nyctimene_vizcaccia",0,0
"808","Nyctinomops_aurispinosus",0,0
"809","Nyctinomops_femorosaccus",1,0
"810","Nyctinomops_kalinowskii",0,0
"811","Nyctinomops_laticaudatus",17,9
"812","Nyctinomops_macrotis",9,4
"813","Nyctophilus_arnhemensis",0,0
"814","Nyctophilus_bifax",5,0
"815","Nyctophilus_corbeni",0,0
"816","Nyctophilus_geoffroyi",11,0
"817","Nyctophilus_gouldi",12,0
"818","Nyctophilus_heran",0,0
"819","Nyctophilus_howensis",0,0
"820","Nyctophilus_microdon",0,0
"821","Nyctophilus_microtis",0,0
"822","Nyctophilus_nebulosus",0,0
"823","Nyctophilus_sherrini",0,0
"824","Nyctophilus_shirleyae",0,0
"825","Nyctophilus_timoriensis",0,0
"826","Nyctophilus_walkeri",0,0
"827","Otomops_formosus",0,0
"828","Otomops_johnstonei",0,0
"829","Otomops_madagascariensis",1,0
"830","Otomops_martiensseni",3,0
"831","Otomops_papuensis",0,0
"832","Otomops_secundus",0,0
"833","Otomops_wroughtoni",0,0
"834","Otonycteris_hemprichii",7,0
"835","Otopteropus_cartilagonodus",0,0
"836","Paracoelops_megalotis",0,0
"837","Paranyctimene_raptor",0,0
"838","Paranyctimene_tenax",0,0
"839","Parastrellus_hesperus",0,0
"840","Paratriaenops_auritus",0,0
"841","Paratriaenops_furculus",2,0
"842","Paratriaenops_pauliani",0,0
"843","Penthetor_lucasi",2,0
"844","Peropteryx_kappleri",4,0
"845","Peropteryx_leucoptera",0,0
"846","Peropteryx_macrotis",6,0
"847","Peropteryx_pallidoptera",0,0
"848","Peropteryx_trinitatis",0,0
"849","Pharotis_imogene",0,0
"850","Philetor_brachypterus",0,0
"851","Phoniscus_aerosa",0,0
"852","Phoniscus_atrox",0,0
"853","Phoniscus_jagorii",0,0
"854","Phoniscus_papuensis",0,0
"855","Phylloderma_stenops",1,0
"856","Phyllonycteris_aphylla",0,0
"857","Phyllonycteris_poeyi",1,0
"858","Phyllops_falcatus",1,0
"859","Phyllostomus_discolor",85,5
"860","Phyllostomus_elongatus",1,0
"861","Phyllostomus_hastatus",51,1
"862","Phyllostomus_latifolius",1,0
"863","Pipistrellus_abramus",37,8
"864","Pipistrellus_adamsi",0,0
"865","Pipistrellus_aero",0,0
"866","Pipistrellus_alaschanicus",0,0
"867","Pipistrellus_angulatus",0,0
"868","Pipistrellus_anthonyi",0,0
"869","Pipistrellus_arabicus",0,0
"870","Pipistrellus_ariel",0,0
"871","Pipistrellus_cadornae",0,0
"872","Pipistrellus_ceylonicus",2,2
"873","Pipistrellus_collinus",0,0
"874","Pipistrellus_coromandra",3,1
"875","Pipistrellus_crassulus",0,0
"876","Pipistrellus_deserti",0,0
"877","Pipistrellus_eisentrauti",0,0
"878","Pipistrellus_endoi",0,0
"879","Pipistrellus_hanaki",0,0
"880","Pipistrellus_hesperidus",3,0
"881","Pipistrellus_imbricatus",0,0
"882","Pipistrellus_inexspectatus",0,0
"883","Pipistrellus_javanicus",4,1
"884","Pipistrellus_joffrei",0,0
"885","Pipistrellus_kitcheneri",0,0
"886","Pipistrellus_kuhlii",38,7
"887","Pipistrellus_lophurus",0,0
"888","Pipistrellus_macrotis",0,0
"889","Pipistrellus_maderensis",1,0
"890","Pipistrellus_minahassae",0,0
"891","Pipistrellus_murrayi",0,0
"892","Pipistrellus_musciculus",0,0
"893","Pipistrellus_nanulus",1,1
"894","Pipistrellus_nathusii",23,5
"895","Pipistrellus_papuanus",0,0
"896","Pipistrellus_paterculus",0,0
"897","Pipistrellus_permixtus",0,0
"898","Pipistrellus_pipistrellus",125,21
"899","Pipistrellus_pulveratus",0,0
"900","Pipistrellus_pygmaeus",26,2
"901","Pipistrellus_raceyi",0,0
"902","Pipistrellus_rueppellii",1,0
"903","Pipistrellus_rusticus",1,0
"904","Pipistrellus_savii",1,0
"905","Pipistrellus_stenopterus",2,0
"906","Pipistrellus_sturdeei",0,0
"907","Pipistrellus_subflavus",19,7
"908","Pipistrellus_tenuis",1,0
"909","Pipistrellus_vordermanni",0,0
"910","Pipistrellus_wattsi",0,0
"911","Pipistrellus_westralis",0,0
"912","Platalina_genovensium",0,0
"913","Platymops_setiger",0,0
"914","Platyrrhinus_albericoi",0,0
"915","Platyrrhinus_angustirostris",0,0
"916","Platyrrhinus_aurarius",0,0
"917","Platyrrhinus_brachycephalus",0,0
"918","Platyrrhinus_chocoensis",0,0
"919","Platyrrhinus_dorsalis",1,0
"920","Platyrrhinus_fusciventris",0,0
"921","Platyrrhinus_guianensis",0,0
"922","Platyrrhinus_helleri",3,0
"923","Platyrrhinus_infuscus",0,0
"924","Platyrrhinus_ismaeli",0,0
"925","Platyrrhinus_lineatus",19,1
"926","Platyrrhinus_masu",0,0
"927","Platyrrhinus_matapalensis",0,0
"928","Platyrrhinus_nigellus",0,0
"929","Platyrrhinus_nitelinea",0,0
"930","Platyrrhinus_recifinus",0,0
"931","Platyrrhinus_umbratus",0,0
"932","Platyrrhinus_vittatus",0,0
"933","Plecotus_auritus",57,6
"934","Plecotus_austriacus",12,1
"935","Plecotus_balensis",1,0
"936","Plecotus_christii",1,0
"937","Plecotus_kolombatovici",0,0
"938","Plecotus_macrobullaris",3,0
"939","Plecotus_ognevi",0,0
"940","Plecotus_sacrimontis",0,0
"941","Plecotus_sardus",0,0
"942","Plecotus_taivanus",0,0
"943","Plecotus_teneriffae",1,0
"944","Plerotes_anchietae",0,0
"945","Promops_centralis",0,0
"946","Promops_nasutus",1,0
"947","Ptenochirus_jagori",3,1
"948","Ptenochirus_minor",0,0
"949","Pteralopex_anceps",0,0
"950","Pteralopex_atrata",0,0
"951","Pteralopex_flanneryi",0,0
"952","Pteralopex_pulchra",0,0
"953","Pteralopex_taki",0,0
"954","Pteronotus_davyi",4,0
"955","Pteronotus_gymnonotus",2,0
"956","Pteronotus_macleayii",2,0
"957","Pteronotus_paraguanensis",0,0
"958","Pteronotus_parnellii",144,2
"959","Pteronotus_personatus",10,0
"960","Pteronotus_quadridens",7,0
"961","Pteropus_admiralitatum",0,0
"962","Pteropus_aldabrensis",0,0
"963","Pteropus_alecto",86,60
"964","Pteropus_anetianus",0,0
"965","Pteropus_argentatus",0,0
"966","Pteropus_aruensis",0,0
"967","Pteropus_brunneus",0,0
"968","Pteropus_caniceps",0,0
"969","Pteropus_capistratus",0,0
"970","Pteropus_chrysoproctus",0,0
"971","Pteropus_cognatus",0,0
"972","Pteropus_conspicillatus",18,5
"973","Pteropus_dasymallus",9,3
"974","Pteropus_faunulus",0,0
"975","Pteropus_fundatus",0,0
"976","Pteropus_giganteus",62,20
"977","Pteropus_gilliardorum",0,0
"978","Pteropus_griseus",0,0
"979","Pteropus_howensis",0,0
"980","Pteropus_hypomelanus",36,10
"981","Pteropus_intermedius",0,0
"982","Pteropus_keyensis",0,0
"983","Pteropus_livingstonii",9,0
"984","Pteropus_lombocensis",0,0
"985","Pteropus_loochoensis",0,0
"986","Pteropus_lylei",19,13
"987","Pteropus_macrotis",1,0
"988","Pteropus_mahaganus",0,0
"989","Pteropus_mariannus",3,0
"990","Pteropus_melanopogon",0,0
"991","Pteropus_melanotus",2,1
"992","Pteropus_molossinus",0,0
"993","Pteropus_neohibernicus",1,0
"994","Pteropus_niger",2,0
"995","Pteropus_nitendiensis",0,0
"996","Pteropus_ocularis",0,0
"997","Pteropus_ornatus",1,0
"998","Pteropus_pelagicus",1,0
"999","Pteropus_pelewensis",0,0
"1000","Pteropus_personatus",0,0
"1001","Pteropus_pilosus",0,0
"1002","Pteropus_pohlei",0,0
"1003","Pteropus_poliocephalus",67,19
"1004","Pteropus_pselaphon",4,0
"1005","Pteropus_pumilus",10,0
"1006","Pteropus_rayneri",0,0
"1007","Pteropus_rennelli",0,0
"1008","Pteropus_rodricensis",7,0
"1009","Pteropus_rufus",15,8
"1010","Pteropus_samoensis",1,0
"1011","Pteropus_scapulatus",23,7
"1012","Pteropus_seychellensis",2,1
"1013","Pteropus_speciosus",0,0
"1014","Pteropus_subniger",0,0
"1015","Pteropus_temminckii",0,0
"1016","Pteropus_tokudae",1,0
"1017","Pteropus_tonganus",2,1
"1018","Pteropus_tuberculatus",0,0
"1019","Pteropus_ualanus",0,0
"1020","Pteropus_vampyrus",53,23
"1021","Pteropus_vetulus",0,0
"1022","Pteropus_voeltzkowi",0,0
"1023","Pteropus_woodfordi",0,0
"1024","Pteropus_yapensis",0,0
"1025","Pygoderma_bilabiatum",1,0
"1026","Rhinolophus_acuminatus",3,2
"1027","Rhinolophus_adami",0,0
"1028","Rhinolophus_affinis",29,18
"1029","Rhinolophus_alcyone",1,0
"1030","Rhinolophus_arcuatus",1,0
"1031","Rhinolophus_beddomei",1,0
"1032","Rhinolophus_blasii",4,2
"1033","Rhinolophus_bocharicus",0,0
"1034","Rhinolophus_borneensis",0,0
"1035","Rhinolophus_canuti",0,0
"1036","Rhinolophus_capensis",10,0
"1037","Rhinolophus_celebensis",0,0
"1038","Rhinolophus_chaseni",0,0
"1039","Rhinolophus_clivosus",7,1
"1040","Rhinolophus_coelophyllus",0,0
"1041","Rhinolophus_cognatus",0,0
"1042","Rhinolophus_cohenae",0,0
"1043","Rhinolophus_convexus",0,0
"1044","Rhinolophus_creaghi",0,0
"1045","Rhinolophus_darlingi",1,0
"1046","Rhinolophus_deckenii",0,0
"1047","Rhinolophus_denti",0,0
"1048","Rhinolophus_eloquens",0,0
"1049","Rhinolophus_euryale",10,0
"1050","Rhinolophus_euryotis",0,0
"1051","Rhinolophus_ferrumequinum",139,26
"1052","Rhinolophus_formosae",2,0
"1053","Rhinolophus_francisi",0,0
"1054","Rhinolophus_fumigatus",0,0
"1055","Rhinolophus_guineensis",0,0
"1056","Rhinolophus_hildebrandtii",3,2
"1057","Rhinolophus_hilli",0,0
"1058","Rhinolophus_hillorum",0,0
"1059","Rhinolophus_hipposideros",35,5
"1060","Rhinolophus_huananus",1,0
"1061","Rhinolophus_inops",3,1
"1062","Rhinolophus_kahuzi",0,0
"1063","Rhinolophus_keyensis",0,0
"1064","Rhinolophus_landeri",2,0
"1065","Rhinolophus_lepidus",4,1
"1066","Rhinolophus_luctoides",0,0
"1067","Rhinolophus_luctus",2,0
"1068","Rhinolophus_mabuensis",0,0
"1069","Rhinolophus_maclaudi",0,0
"1070","Rhinolophus_macrotis",6,3
"1071","Rhinolophus_madurensis",0,0
"1072","Rhinolophus_maendeleo",0,0
"1073","Rhinolophus_malayanus",2,2
"1074","Rhinolophus_marshalli",0,0
"1075","Rhinolophus_megaphyllus",1,0
"1076","Rhinolophus_mehelyi",6,0
"1077","Rhinolophus_mitratus",0,0
"1078","Rhinolophus_montanus",0,0
"1079","Rhinolophus_mossambicus",0,0
"1080","Rhinolophus_nereis",0,0
"1081","Rhinolophus_osgoodi",0,0
"1082","Rhinolophus_paradoxolophus",0,0
"1083","Rhinolophus_pearsonii",0,0
"1084","Rhinolophus_philippinensis",3,0
"1085","Rhinolophus_pusillus",18,4
"1086","Rhinolophus_rex",1,0
"1087","Rhinolophus_robinsoni",0,0
"1088","Rhinolophus_rouxii",2,0
"1089","Rhinolophus_rufus",0,0
"1090","Rhinolophus_ruwenzorii",0,0
"1091","Rhinolophus_sakejiensis",0,0
"1092","Rhinolophus_schnitzleri",0,0
"1093","Rhinolophus_sedulus",1,0
"1094","Rhinolophus_shameli",2,2
"1095","Rhinolophus_shortridgei",0,0
"1096","Rhinolophus_siamensis",0,0
"1097","Rhinolophus_silvestris",0,0
"1098","Rhinolophus_simulator",2,0
"1099","Rhinolophus_sinicus",43,27
"1100","Rhinolophus_smithersi",0,0
"1101","Rhinolophus_stheno",0,0
"1102","Rhinolophus_subbadius",0,0
"1103","Rhinolophus_subrufus",1,0
"1104","Rhinolophus_swinnyi",2,0
"1105","Rhinolophus_thailandensis",0,0
"1106","Rhinolophus_thomasi",2,0
"1107","Rhinolophus_trifoliatus",0,0
"1108","Rhinolophus_virgo",1,0
"1109","Rhinolophus_willardi",0,0
"1110","Rhinolophus_xinanzhongguoensis",0,0
"1111","Rhinolophus_yunanensis",0,0
"1112","Rhinolophus_ziama",0,0
"1113","Rhinonicteris_aurantia",1,0
"1114","Rhinophylla_alethina",0,0
"1115","Rhinophylla_fischerae",0,0
"1116","Rhinophylla_pumilio",4,0
"1117","Rhinopoma_hadramauticum",0,0
"1118","Rhinopoma_hardwickii",5,1
"1119","Rhinopoma_macinnesi",0,0
"1120","Rhinopoma_microphyllum",7,0
"1121","Rhinopoma_muscatellum",2,0
"1122","Rhogeessa_aeneus",1,0
"1123","Rhogeessa_alleni",0,0
"1124","Rhogeessa_bickhami",0,0
"1125","Rhogeessa_genowaysi",0,0
"1126","Rhogeessa_gracilis",0,0
"1127","Rhogeessa_hussoni",0,0
"1128","Rhogeessa_io",1,0
"1129","Rhogeessa_menchuae",0,0
"1130","Rhogeessa_minutilla",0,0
"1131","Rhogeessa_mira",0,0
"1132","Rhogeessa_parvula",1,1
"1133","Rhogeessa_tumida",2,0
"1134","Rhynchonycteris_naso",5,0
"1135","Rousettus_aegyptiacus",206,87
"1136","Rousettus_amplexicaudatus",10,3
"1137","Rousettus_bidens",0,0
"1138","Rousettus_celebensis",0,0
"1139","Rousettus_lanosus",2,0
"1140","Rousettus_leschenaultii",27,13
"1141","Rousettus_linduensis",0,0
"1142","Rousettus_madagascariensis",9,2
"1143","Rousettus_obliviosus",0,0
"1144","Rousettus_spinalatus",0,0
"1145","Saccolaimus_flaviventris",5,5
"1146","Saccolaimus_mixtus",0,0
"1147","Saccolaimus_peli",0,0
"1148","Saccolaimus_saccolaimus",0,0
"1149","Saccopteryx_antioquensis",0,0
"1150","Saccopteryx_bilineata",20,0
"1151","Saccopteryx_canescens",0,0
"1152","Saccopteryx_gymnura",0,0
"1153","Saccopteryx_leptura",2,0
"1154","Sauromys_petrophilus",1,0
"1155","Scleronycteris_ega",0,0
"1156","Scoteanax_rueppellii",0,0
"1157","Scotoecus_albofuscus",0,0
"1158","Scotoecus_hirundo",1,0
"1159","Scotoecus_pallidus",0,0
"1160","Scotomanes_ornatus",0,0
"1161","Scotonycteris_bergmansi",0,0
"1162","Scotonycteris_occidentalis",0,0
"1163","Scotonycteris_zenkeri",2,0
"1164","Scotophilus_andrewreborii",0,0
"1165","Scotophilus_borbonicus",1,0
"1166","Scotophilus_celebensis",0,0
"1167","Scotophilus_collinus",0,0
"1168","Scotophilus_dinganii",1,0
"1169","Scotophilus_ejetai",0,0
"1170","Scotophilus_heathii",5,2
"1171","Scotophilus_kuhlii",15,9
"1172","Scotophilus_leucogaster",3,0
"1173","Scotophilus_livingstonii",0,0
"1174","Scotophilus_marovaza",0,0
"1175","Scotophilus_nigrita",0,0
"1176","Scotophilus_nucella",0,0
"1177","Scotophilus_nux",0,0
"1178","Scotophilus_robustus",1,0
"1179","Scotophilus_tandrefana",0,0
"1180","Scotophilus_trujilloi",0,0
"1181","Scotophilus_viridis",0,0
"1182","Scotorepens_balstoni",1,0
"1183","Scotorepens_greyii",0,0
"1184","Scotorepens_orion",0,0
"1185","Scotorepens_sanborni",0,0
"1186","Scotozous_dormeri",1,0
"1187","Sphaerias_blanfordi",0,0
"1188","Sphaeronycteris_toxophyllum",0,0
"1189","Stenoderma_rufum",2,0
"1190","Sturnira_angeli",0,0
"1191","Sturnira_aratathomasi",1,0
"1192","Sturnira_bakeri",2,0
"1193","Sturnira_bidens",0,0
"1194","Sturnira_bogotensis",0,0
"1195","Sturnira_burtonlimi",3,0
"1196","Sturnira_erythromos",1,0
"1197","Sturnira_hondurensis",2,0
"1198","Sturnira_koopmanhilli",0,0
"1199","Sturnira_lilium",58,9
"1200","Sturnira_ludovici",2,0
"1201","Sturnira_luisi",1,0
"1202","Sturnira_magna",0,0
"1203","Sturnira_mistratensis",0,0
"1204","Sturnira_mordax",0,0
"1205","Sturnira_nana",0,0
"1206","Sturnira_oporaphilum",1,0
"1207","Sturnira_parvidens",9,1
"1208","Sturnira_paulsoni",0,0
"1209","Sturnira_perla",0,0
"1210","Sturnira_sorianoi",0,0
"1211","Sturnira_tildae",0,0
"1212","Styloctenium_mindorensis",0,0
"1213","Styloctenium_wallacei",0,0
"1214","Submyotodon_latirostris",1,0
"1215","Syconycteris_australis",5,0
"1216","Syconycteris_carolinae",0,0
"1217","Syconycteris_hobbit",0,0
"1218","Tadarida_aegyptiaca",2,0
"1219","Tadarida_australis",2,0
"1220","Tadarida_brasiliensis",177,50
"1221","Tadarida_fulminans",0,0
"1222","Tadarida_insignis",0,0
"1223","Tadarida_jobimena",0,0
"1224","Tadarida_kuboriensis",0,0
"1225","Tadarida_latouchei",1,0
"1226","Tadarida_lobata",0,0
"1227","Tadarida_teniotis",18,6
"1228","Tadarida_ventralis",0,0
"1229","Taphozous_achates",0,0
"1230","Taphozous_australis",0,0
"1231","Taphozous_georgianus",6,0
"1232","Taphozous_hamiltoni",0,0
"1233","Taphozous_hildegardeae",0,0
"1234","Taphozous_hilli",0,0
"1235","Taphozous_kapalgensis",0,0
"1236","Taphozous_longimanus",11,0
"1237","Taphozous_mauritianus",3,0
"1238","Taphozous_melanopogon",24,4
"1239","Taphozous_nudiventris",7,0
"1240","Taphozous_perforatus",6,3
"1241","Taphozous_theobaldi",1,0
"1242","Taphozous_troughtoni",0,0
"1243","Thoopterus_nigrescens",0,0
"1244","Thoopterus_suhaniahae",0,0
"1245","Thyroptera_devivoi",0,0
"1246","Thyroptera_discifera",0,0
"1247","Thyroptera_lavali",1,0
"1248","Thyroptera_tricolor",12,0
"1249","Thyroptera_wynneae",0,0
"1250","Tomopeas_ravus",1,0
"1251","Tonatia_bidens",1,0
"1252","Tonatia_saurophila",4,0
"1253","Trachops_cirrhosus",27,0
"1254","Triaenops_afer",2,2
"1255","Triaenops_menamena",0,0
"1256","Triaenops_parvus",0,0
"1257","Triaenops_persicus",3,1
"1258","Triaenops_rufus",0,0
"1259","Trinycteris_nicefori",1,0
"1260","Tylonycteris_pachypus",14,6
"1261","Tylonycteris_pygmaeus",0,0
"1262","Tylonycteris_robustula",5,1
"1263","Uroderma_bakeri",0,0
"1264","Uroderma_bilobatum",19,3
"1265","Uroderma_magnirostrum",3,0
"1266","Vampyressa_bidens",1,0
"1267","Vampyressa_brocki",0,0
"1268","Vampyressa_elisabethae",0,0
"1269","Vampyressa_melissa",0,0
"1270","Vampyressa_nymphaea",0,0
"1271","Vampyressa_pusilla",1,0
"1272","Vampyressa_sinchi",0,0
"1273","Vampyressa_thyone",0,0
"1274","Vampyrodes_caraccioli",1,0
"1275","Vampyrum_spectrum",3,0
"1276","Vespadelus_baverstocki",0,0
"1277","Vespadelus_caurinus",0,0
"1278","Vespadelus_darlingtoni",0,0
"1279","Vespadelus_douglasorum",0,0
"1280","Vespadelus_finlaysoni",0,0
"1281","Vespadelus_pumilus",1,0
"1282","Vespadelus_regulus",1,0
"1283","Vespadelus_troughtoni",0,0
"1284","Vespadelus_vulturnus",4,0
"1285","Vespertilio_murinus",15,5
"1286","Vespertilio_sinensis",10,0
"1287","Xeronycteris_vieirai",0,0
